Title,Ingredients
自己动手做的炒刀削面,"['1勺生抽', '10克盐', '一点醋', '2个鸡蛋', '250克面粉', '1勺辣椒酱', '30克油', '10克佐料']"
蜜汁豆干,"['300g白豆干', '适量植物油', '没过食材水', '2个八角（大料）', '15ml老抽', '40g冰糖']"
无油不用炒超快手健康简单蒸鸡腿&（延展-鸡丝面条）,"['适量盐', '适量花椒', '2个鸡腿', '适量葱', '适量料酒']"
自制黄豆/黑豆粉,['50g黄豆/黑豆']
平菇的另类做法之油炸平菇,"['2大片平菇', '1个鸡蛋', '一点点盐', '适量面粉（什么都可以）', '适量水', '非常非常多油']"
派-芒果派,"['一张手抓饼', '一个芒果', '适量白砂糖', '两小勺炼乳', '一个鸡蛋']"
营养美味彩椒牛排烤串,"['3块牛排', '3个彩椒', '适量盐', '适量黑胡椒']"
南瓜腰果糊,"['200克南瓜', '20克腰果', '800毫升水']"
儿时的米粑粑,"['200g大米粉', '20g细砂糖', '3g酵母', '250g 温牛奶']"
糖醋排骨,"['600克排骨', '40克白糖', '30克醋', '5克盐', '各10克葱姜蒜', '1个西红柿', '1根蒜苗', '少许白芝麻']"
红薯芝麻片,"['3个（适量）红薯', '适量芝麻']"
香伴藕片,"['2节藕', '1小勺盐', '6瓣蒜', '适量白糖', '2勺味极鲜酱油', '1勺老干妈', '适量香菜', '适量红色辣椒', '适量香油', '适量白醋']"
色拉油版红豆酥,"['油皮', '160克中粉', '50克玉米油', '20克糖', '80克水', '油酥', '180克低粉', '80克玉米油', '300克豆沙馅']"
成功率最高的樱桃酱,"['若干樱桃', '樱桃重量的1/3白糖', '和白糖一样多冰糖', '1个柠檬', '三克玉米生米']"
黑胡椒蟹,"['1kg达尔文泥蟹', '50克黄油', '30g料酒', '100克葱', '20g姜', '50gBBQ酱', '30g黑胡椒粉', '10g白糖', '200g清水']"
自制好吃的奶酪棒,"['2片（33g左右）奶酪片', '100ml温开水', '6勺婴幼儿配方奶粉', '1.5片（7.5g）吉利丁片', '少许白砂糖', '一矿泉水瓶冰水']"
芥菜糯米饭,"['700克芥菜', '500克糯米', '100克肉', '5-7朵香菇', '一根胡萝卜']"
风味浓郁的自制意式番茄酱,"['按需西红柿', '西红柿一半的量洋葱', '按柿子量看，要比日常炒菜多一些黄油', '亨氏的黑胡椒酱，喜欢多来，不喜欢少来，但不能不来黑胡椒酱', '边试边调味盐', '一点点调味（这次我家的碎西红柿已经被拌上糖了）砂糖']"
福建炸油饼,"['600克大米', '100克黄豆', '食用油', '盐，葱', '水']"
白果海参小米粥,"['半杯小米', '一只海参', '7颗白果', '10颗枸杞', '适量红糖']"
当归黄芪瘦肉汤,"['150g猪瘦肉', '12g当归', '5颗红枣', '10g黄芪', '盐', '姜片']"
健康食谱快手无水无油孜然金针菇去皮鸡腿肉,"['2只鸡腿', '1把（150个）金针菇', '1克盐', '1瓣大蒜', '2根小葱', '10ml生抽', '1大勺辣椒粉', '1勺孜然粉', '适量味精']"
柠檬三文鱼,"['适量三文鱼', '适量橄榄油', '适量黑胡椒', '适量盐', '半个柠檬']"
冬瓜鸭血汤,"['克冬瓜', '勺香油', '克盐']"
莲子排骨猪肚汤,"['红莲子', '猪肚', '肋排', '籽乌干', '生姜', '牛奶', '料酒', '盐', '食用油']"
馋嘴牛蛙,"['6只牛蛙', '1根莴笋', '1勺料酒', '1袋馋嘴牛蛙调料', '适量盐', '4段葱', '2片姜片']"
川菜里的扛把子之一酸菜鱼家常做法，好吃的跳脚噢,"['适量酸菜', '3斤花鲢（胖头鱼）', '1罐脾酒', '一小把花椒', '适量姜', '适量盐', '少许糖', '2根大葱', '2个蒜', '葱花适量小葱', '适量干辣椒', '一勺豆瓣', '适量勺鸡精', '菜籽油和猪油适量油']"
豆沙黄豆粉奶酪INS和风海浪烤土司,"['1片2CM厚面包片', '10g黄油', '50g奶油奶酪', '15mL熟黄豆粉', '适量红豆沙']"
家常简单版芒果班戟,"['1个超大芒果芒果', '2个鸡蛋', '250毫升牛奶', '90克低筋面粉', '25克（内馅另外20克）细砂糖', '16克黄油', '250克淡奶油']"
芦笋奶酪杏仁塔,"['75克黄油', '150克低筋面粉', '20克细砂糖', '1个蛋黄', '1克盐', '15克牛奶', '馅', '50克奶油奶酪', '15克牛奶', '少许柠檬汁', '60克杏仁粉', '50克蛋液', '10克细砂糖', '20克黄油', '4根芦笋']"
鸭血炒鸡胗,"['半盒鸭血', '500g鸡胗', '30g豆瓣酱', '2根小葱', '3片姜', '40g青泡椒', '45ml料酒', '10粒花椒', '3g糖', '5根青蒜', '3片蒜', '8根小米辣', '5g盐', '30ml油']"
柠檬鸭/酸梅鸭,"['适量鸭子1/2只', '适量鸭胗', '适量鸭血', '适量自制酸柠檬/酸梅', '少许油']"
蒜蓉芝士焗青口,"['1包青口', '40克咸味黄油', '适量橄榄油', '2整个蒜', '1汤匙干百里香', '适量芝士']"
萝莉の糕糕,"['一点技术', '一点审美', '一点耐心']"
桂花酒酿藕粉糊配汤圆,"['适量酒酿', '一袋藕粉', '适量桂花蜜', '随意汤圆', '多一点煮汤圆的水']"
低脂可可燕麦薄脆饼干,"['90克燕麦', '35克糖', '10克玉米油', '1个鸡蛋', '55克牛奶', '8克可可粉']"
红烧螃蟹,"['4只（2人量）螃蟹', '看自己口味随意姜、酱油、糖、醋少许', '各二八角、香叶', '一个（不用也无所谓）干辣椒']"
石锅拌饭,"['适量米饭', '适量A菠菜', '4朵A香菇', '1根A胡萝卜', '适量A黄豆芽', '两勺A盐', '2个鸡蛋', '适量香油', '一个B鸡腿', '一茶匙B盐', '一茶匙B辣椒粉', '一汤匙B料酒', '一茶匙B糖', '一汤匙B生抽', '两勺韩式辣酱']"
糯糯QQ的玉米面窝头,"['71克玉米面', '65克糯米粉', '10克奶粉', '75克牛奶', '10克水']"
酱拌松花蛋,"['4瓣蒜瓣', '2根小香葱', '2个松花蛋', '1勺酱油', '2勺芝麻油', '1勺剁椒']"
秘制凉拌粉,"['勺3醋', '5克盐', '2勺酱油', '3勺麻油', '6个小米椒', '500克米粉']"
青椒小河鱼,"['小河鱼虾大蒜、生姜、', '青椒']"
让人流口水的油泼扯面,"['一人份面粉', '不一定辣椒面', '3根小香葱', '可以多放点味极鲜', '4瓣蒜', '一点醋', '一棵🤷\u200d♀️青菜', '几根豆芽', '随意生抽', '一点盐']"
榨菜蒸牛肉,"['适量生粉', '500g牛肉', '1包榨菜', '适量花生油']"
健身低脂／虾皮豆腐饼,"['200克豆腐', '5勺虾皮', '1个鸡蛋', '3勺面粉', '2勺淀粉', '1勺蚝油', '1小勺木鱼素（味精）']"
五花肉苦瓜汤,"['1根苦瓜', '500克五花肉', '适量水', '适量盐', '适量鸡精', '少许油']"
普通面粉不加奶油制作简单柔软吐司面包,"['400克普通面粉', '200克牛奶', '1个约50克鸡蛋', '3克酵母', '4克盐', '45克花生油', '60克细砂糖']"
芹菜香干,"['3块豆干', '若干芹菜', '一勺鸡精', '一勺盐', '3瓣蒜', '2勺蚝油']"
卧鸡蛋加蒸米饭,"['4个鸡蛋', '2碗米饭', '克盐', '葱', '酱油', '蒜', '食用油', '味精']"
冰摇柚柚蜂蜜红茶,"['适量（多一些）蜂蜜柚子酱', '400ml红茶', '适量冰块']"
啤酒🍻三黄鸡,"['片姜', '根葱', '瓣蒜', '一听啤酒', '一片香叶', '个干辣椒', '克糖', '勺生抽', '若干花椒', '1粒大料', '比平常炒菜多一些油', '勺蚝油', '只三黄鸡', '个青椒', '勺蚝油', '勺料酒', '个八角', '片香叶', '克盐']"
酸辣粉,"['1把粉条', '适量花生米', '适量黄豆', '两份醋', '一份生抽', '1克盐', '适量香菜', '适量葱', '适量辣椒油', '1克糖']"
威风蛋糕,"['3个鸡蛋', '30毫克玉米油', '50毫克纯牛奶', '50毫克低筋面粉', '50毫克白糖']"
桂花面包（饼）烤箱版平底锅版,"['面包版:', '250克高筋粉                           ', '30克鸡蛋', '160克牛奶', '10克炼乳', '3克盐', '20克糖', '10克奶粉', '3克干酵母', '2-3克干桂花', '15克玉米油（黄油）', '懒人简易版:', '300克高筋粉', '160克温水', '2-3克干桂花', '3克酵母', '装饰:', '适量黑芝麻', '馅料:', '适量豆沙馅、紫米馅、黑芝麻馅、紫薯馅、香芋馅等']"
布鲁姆面包,"['250克高筋面粉', '3克酵母', '160克凉水', '25g橄榄油', '2g盐', '']"
粉蒸虾,"['十几只海水虾', '适量米粉', '盐', '料酒']"
琥珀核桃,"['250克核桃', '50克白砂糖', '150克绵砂糖']"
学会这道玉米南瓜黄小米粥，能把一年四季都吃进嘴里,"['适量清高沁州黄小米', '适量南瓜', '适量玉米粒', '适量清水']"
土豆丝饼,"['2个土豆', '2个鸡蛋', '适量面粉', '2根葱花', '适量盐', '少量胡椒粉', '适量油', '按需胡萝卜']"
暖宫祛寒姜汁,['云南生姜姜']
VIVI家潮汕砂锅粥,"['1杯大米', '20粒干贝', '15只虾米', '200克排骨', '150克潮汕肉饼', '少许香菜', '少许葱', '少许酱油（味事达味极鲜）']"
烹饪 | 煎牛小排配芝麻菜沙拉（内附酱汁做法）,"['200g牛小排', '4-5颗大蒜', '2撮百里香', '少许黑胡椒/四季胡椒', '少许粉盐']"
相思红豆粥,"['克红豆。 150', '克大米。 100', '颗红枣。 20', '枸杞 少许']"
椰子水冰摇咖啡,"['一份浓缩咖啡', '一杯冰块', '180毫升椰子水', '一只可密封梅森杯']"
堪比每日鲜的胡萝卜汁,"['1根胡萝卜', '少许水', '1小勺蜂蜜']"
青岛脂渣,"['各一坨猪五花、带薄脂猪瘦肉', '一小把五香粉', '半锅清水']"
秒杀一切港式茶餐厅的麦香奶(laî)油猪(jū),"['1只全麦餐包', '你喜欢就好黄油', '你喜欢就好炼乳']"
红烧狮子头,"['适量盐', '适量淀粉', '1个鸡蛋', '500克猪肉末', '适量料酒', '适量老抽', '10棵油菜', '适量姜末', '2勺糖', '适量五香粉', '5个马蹄', '适量葱']"
左邻右舍都说好吃的糯米包卷2重口味的看过来,"['1800克糯米', '3只鱿鱼', '4根腊肠', '1大碗虾米', '15朵冬菇', '6块卤五花肉', '800克小麦面粉', '8酵母粉', '80克白糖', '1个鸡蛋', '150克牛奶', '20克玉米油', '30克猪油', '1勺盐', '1勺蚝油']"
椰汁马蹄千层糕,"['一盒马蹄粉', '一罐椰浆', '一盒牛奶', '三碗水', '两砖糖砖', '75-90克白砂糖']"
蚝油菜心,['菜心']
蒸槐花,"['150克槐花', '把槐花裹起来就可以面粉', '5克左右盐']"
烛光晚餐de黑椒牛排,"['2勺黑胡椒', '10克黄油', '1块牛排', '10ml老抽', '1个洋葱', '5克盐']"
茶树菇炖鸡,"['半只鸡', '50克茶树菇', '适量老抽', '适量料酒', '2片姜', '3瓣蒜', '适量淀粉', '适量白糖']"
【生酮饮食·真酮】中秋快乐蟹黄鸡蛋羹（减肥食谱，一起瘦）,"['3个鸡蛋', '2只螃蟹', '1片姜', '500毫升温开水', '适量海盐', '适量小葱（装饰用）']"
鲜甜美味的蛤蜊丝瓜汤,"['1根丝瓜', '300克蛤蜊', '6片姜', '一勺盐', '一滴生抽', '一勺胡椒粉']"
干锅排骨,"['500g排骨', '1个洋葱', '1个土豆', '1条青笋', '1节藕', '1个蒜', '1块姜', '1个青椒', '1个红椒', '1根芹菜', '1袋干锅底料', '少许豆瓣酱']"
梅森瓶之~凯撒沙拉,"['#【主材】：', '1个鸡蛋', '100克鸡胸肉', '1片白吐司/全麦吐司', '80克圣女果', '5克帕玛森干酪', '30克生菜', '#【辅材】：', '3克橄榄油', '少许现磨黑胡椒碎', '30克凯撒沙拉酱', '少许盐']"
艾饼,"['克糯米粉', '克粘米粉（可放可不放）', '克水', '艾草', '冰糖/红糖', '粽叶（可放可不放）', '芝麻（可放可不放）', '花生（可放可不放）', '油（可加可不加）']"
香蕉巧克力马芬,"['300克香蕉', '2个鸡蛋', '80克牛奶', '100克玉米油', '120克细砂糖', '200克低粉', '23克可可粉', '10克泡打粉', '2克小苏打', '若干克坚果', '若干克巧克力豆']"
蜜汁烤鸡,"['一只三黄鸡', '适量料酒', '适量盐', '1个洋葱', '2个土豆', '半根胡萝卜', '适量味极鲜', '适量老抽', '适量蜂蜜', '适量十三香', '适量黑胡椒粉', '适量蒜', '适量姜', '适量耗油', '适量香油', '适量百里香', '适量迷迭香', '适量罗勒', '适量苹果醋']"
鸡肉焗饭,"['100克鸡胸肉', '1个西红柿', '半个洋葱', '半个土豆', '适量番茄酱', '适量黑胡椒', '适量玉米淀粉', '适量生抽', '适量盐', '适量糖', '适量玉米粒，胡萝卜丁，青豆', '一米杯烧的量冷饭', '大量马苏里拉奶酪碎']"
小狗吐司披萨,"['适量芝士碎', '1片吐司', '1勺披萨酱', '适量鲑鱼碎', '少量海苔']"
快捷早餐：花胶香菇排骨汤,"['两块排骨', '三块花胶', '四五个小香菇', '两棵香菜', '一截淮山', '一个鸡蛋']"
牛油果鸡蛋烤肠三明治,"['1个鸡蛋', '1根烤肠', '半个牛油果', '适量盐', '适量沙拉', '两片面包']"
红烧鲫鱼,"['1条鲫鱼', '4瓣蒜瓣', '5片姜', '1勺料酒', '1勺老抽', '5克白糖', '5克盐', '1勺生抽', '少许面粉']"
懒人版面包机肉松,"['635克瘦肉', '25g酱油（厨邦特级生抽）', '1克盐', '17g克糖', '20克植物油']"
烤香菇,"['10个香菇', '适量培根丁', '适量奶酪条', '适量盐', '适量黑胡椒', '1个鸡蛋']"
霸王烤鱼,"['一条（一斤半左右）鲈鱼或黑鱼', '六七瓣大蒜', '一两根蒜叶', '四五根小葱', '四五片姜', '一两个小米椒', '各一两根红绿杭椒', '一把干辣椒', '一把花椒', '两三个八角', '1/4个洋葱', '一小把香菜', '两勺郫县豆瓣', '一勺蚝油', '按照个人爱好各取适量配菜（金针菇、莴笋、藕片、腐竹等）']"
发面饼,"['500克面粉', '300克水', '5克酵母']"
没想到花椰菜也可以如此下饭,"['半棵花菜', '1个 大番茄', '4瓣大蒜', '少许盐', '1勺生抽', '少许糖']"
抹茶蛋黄肉松面包,"['8-10克抹茶粉', '400克日式吐司粉', '100克低粉', '5克酵母', '10克细砂糖', '1个（50克）鸡蛋', '40克淡奶油', '220克+-10克牛奶或水', '40克黄油', '蛋黄肉松馅', '10-12枚咸蛋黄', '适量肉松', '2-3匙沙拉酱', '']"
蒜香味儿咸芥菜疙瘩丝,"['1只咸芥菜疙瘩', '1把芝麻', '半头大蒜', '适量食用油', '老抽（可选）']"
香香香的香菜干豆腐卷,"['干豆腐', '香菜', '香肠']"
干豇豆烧排骨,"['干豇豆', '猪排骨', '老抽', '姜', '花椒', '八角', '橘皮']"
清蒸秋刀鱼,"['秋刀鱼', '大葱', '生姜', '生抽']"
随缘新疆炒面,"['1块鸡胸肉', '适量芹菜', '1勺豆瓣酱', '1勺蕃茄酱', '1勺某辣椒酱', '爽量干辣椒', '适量配菜', '饱量面']"
凉拌辣椒皮蛋,"['3个（根据自己需求）皮蛋', '3个（根据自己喜好调整）线椒', '6瓣（根据自己喜好调整蒜', '3勺酱油', '1勺醋', '少许盐', '少许糖', '少许鸡精', '少许香油']"
金枪鱼色拉咸蛋黄肉松三明治,"['30g卷心菜', '一罐(100g)金枪鱼', '1个咸蛋黄', '20g肉松', '10g色拉酱', '3片芝士', '6片吐司']"
红糖红枣蒸糕,"['随意红枣', '100克红糖', '5克酵母', '300克面粉', '250克水']"
无骨土豆鸡中翅,"['7个鸡中翅', '一个土豆', '半根胡萝卜', '半个洋葱', '少许蒜片', '少许马苏里拉奶酪', '少许酱油', '少许淀粉', '少许番茄酱', '少许蚝油', '少许盐', '少许黑胡椒', '少许黄油']"
绿豆爽,"['克绿豆', '冰糖或白糖', '好红糖', '好地瓜粉']"
猪肝炒土豆条（内蒙版）,"['葱花椒', '蒜姜', '猪肝适量八角', '土豆适量']"
瑞典牛肉丸,"['2个西红柿', '1个洋葱', '3瓣大蒜', '半个土豆(可选)', '250g牛肉馅', '1个鸡蛋', '少量蛋黄酱', '50g番茄酱', '5g黑胡椒', '少量盐', '少量糖']"
虎皮鹌鹑蛋红烧肉,"['10个鹌鹑蛋', '500克五花肉', '4个八角', '适量生抽', '少许老抽', '2片香叶', '2块桂皮', '适量葱段', '适量黄冰糖']"
蒸馒头,"['5克酵母', '500克面粉', '适量水']"
香葱培根鸡蛋饼,"['120克面粉', '2个鸡蛋', '适量清水', '适量盐', '少许糖', '适量油', '适量白胡椒粉', '适量培根', '香葱']"
小白也会做的脆皮鸡,"['1只鸡', '抹匀一只鸡盐', '个人来定黑胡椒']"
橄榄油香煎龙利鱼柳扒,"['一块龙利鱼', '适量洋葱', '少许黑胡椒', '适量盐', '柠檬', '蒜蓉']"
老北京炸酱面,"['猪肉馅', '葱', '姜', '甜面酱']"
麻薯豆沙太阳饼,"['糯米粉80g，玉米淀粉20g，水100g，油8g麻薯', '【油皮】', '190g中筋面粉', '50g猪油', '80g水', '20g糖', '【酥皮】', '130g低筋粉', '80g猪油', '【馅料】', '200g豆沙', '【刷表面】', '1个蛋黄']"
红豆吐司,"['中种', '175g高筋面粉', '100g水', '1g盐', '2g酵母', '主面团', '75g高筋面粉', '25g牛奶', '1个（60g左右，不够用水补齐）鸡蛋', '1g酵母', '25g糖', '1g盐', '25g黄油', '红豆馅', '红豆', '糖']"
青菜豆腐汤,"['吃多少放多少颗青菜', '吃多少放多少块嫩豆腐', '正常煮汤那么多克盐正', '三四勺地瓜粉', '适量酱油']"
纯牛奶版自制炼乳,"['250克纯牛奶', '50克白砂糖']"
无糖红薯香蕉饼,"['80g蒸熟红薯', '20克糯米粉', '15克全麦面粉', '半根香蕉', '适量牛奶']"
西葫芦胡萝卜鸡汤面 Chicken zoodle & coodle soup,"['1根西葫芦', '1根胡萝卜', '1小块鸡胸肉', '清鸡汤（可选）', '盐', '葱或者香菜', '清水']"
培根洋葱烤滑蛋,"['2只（中大只）鸡蛋', '2片培根', '适量洋葱', '鸡蛋的2.5-3倍清水', '少许酱油']"
炝闷芥菜丝,"['4个芥菜', '2根葱', '适量姜']"
【法式烤鸡腿】,"['1只大鸡腿', '半斤小番茄', '1个小土豆', '1/2个胡萝卜', '1/2个洋葱', '1个大蒜', '橄榄油', '罗勒香草碎', '盐']"
红豆酥（步骤齐全版）,"['油皮：', '150克中筋面粉', '50克玉米油', '40克细砂糖', '60克左右（根据面粉状态逐渐加入）红豆水或水', '油酥：', '120克低筋面粉', '40克玉米油', '红豆陷：', '适量红豆', '适量冰糖 ', '适量（红豆与水比例2：1）水']"
午餐肉炒生菜,"['片生菜', '瓣蒜', '午餐肉', '油豆腐/豆腐泡']"
【酸奶Topping实验室】胡萝卜+肉桂+蜂蜜+核桃,"['少许胡萝卜', '随意酸奶', '1个核桃', '想吃多少就放多少呗蜂蜜', '一点儿肉桂粉']"
台版~无糖冰酿绿茶,"['2.5g茉香绿茶', '250ml生饮水']"
千层蛋糕班戟皮可丽饼做法,"['1个鸡蛋', '250克牛奶', '20克黄油', '20克细砂糖', '120克低筋面粉', '10g抹盘黄油']"
农家小炒肉,"['50克五花肉2', '1个洋葱', '各1个青红椒', '适量姜', '1大勺郫县豆瓣酱', '1/8小勺盐', '1/4小勺糖', '1小勺料酒', '1小勺辣椒红油', '1小勺生抽']"
